0.000000, 0.000000e+00, 1.000000e+00, 1.000000e+00
0.001000, 9.999997e-04, 9.999995e-01, 9.999997e-01
0.002000, 1.999998e-03, 9.999980e-01, 9.999990e-01
0.003000, 2.999993e-03, 9.999955e-01, 9.999977e-01
0.004000, 3.999984e-03, 9.999920e-01, 9.999959e-01
0.005000, 4.999969e-03, 9.999875e-01, 9.999936e-01
0.006000, 5.999946e-03, 9.999820e-01, 9.999908e-01
0.007000, 6.999914e-03, 9.999755e-01, 9.999875e-01
0.008000, 7.999871e-03, 9.999680e-01, 9.999837e-01
0.009000, 8.999817e-03, 9.999595e-01, 9.999793e-01
0.010000, 9.999748e-03, 9.999500e-01, 9.999745e-01
0.011000, 1.099967e-02, 9.999395e-01, 9.999691e-01
0.012000, 1.199957e-02, 9.999280e-01, 9.999633e-01
0.013000, 1.299945e-02, 9.999155e-01, 9.999569e-01
0.014000, 1.399931e-02, 9.999020e-01, 9.999500e-01
0.015000, 1.499915e-02, 9.998875e-01, 9.999426e-01
0.016000, 1.599897e-02, 9.998720e-01, 9.999347e-01
0.017000, 1.699876e-02, 9.998555e-01, 9.999263e-01
0.018000, 1.799853e-02, 9.998380e-01, 9.999174e-01
0.019000, 1.899827e-02, 9.998195e-01, 9.999080e-01
0.020000, 1.999799e-02, 9.998000e-01, 9.998980e-01
0.021000, 2.099767e-02, 9.997795e-01, 9.998876e-01
0.022000, 2.199732e-02, 9.997580e-01, 9.998766e-01
0.023000, 2.299694e-02, 9.997355e-01, 9.998651e-01
0.024000, 2.399652e-02, 9.997120e-01, 9.998532e-01
0.025000, 2.499607e-02, 9.996875e-01, 9.998407e-01
0.026000, 2.599558e-02, 9.996621e-01, 9.998277e-01
0.027000, 2.699505e-02, 9.996356e-01, 9.998142e-01
0.028000, 2.799448e-02, 9.996081e-01, 9.998001e-01
0.029000, 2.899386e-02, 9.995796e-01, 9.997856e-01
0.030000, 2.999321e-02, 9.995501e-01, 9.997706e-01
0.031000, 3.099250e-02, 9.995196e-01, 9.997550e-01
0.032000, 3.199176e-02, 9.994881e-01, 9.997390e-01
